-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5.9487e+10,5.7944e+10,5.6378e+10,5.4803e+10,5.3216e+10,5.1622e+10,5.0026e+10,4.8424e+10,4.683e+10,4.5233e+10,1.7005e+09,1.3691e+09,1.0806e+09,8.2445e+08,6.0102e+08,4.2029e+08,2.6631e+08,1.4894e+08,6.9136e+07,1.5055e+07,0,1.5055e+07,5.7182e+07,1.381e+08,2.4369e+08,3.7715e+08,5.4739e+08,7.3877e+08,9.5774e+08,1.2108e+09,1.4824e+09,1.7803e+09,2.1097e+09,2.4553e+09,8.2158e+09,8.7975e+09,9.3965e+09,1.0009e+10,1.0624e+10,1.1252e+10,1.1894e+10,1.2536e+10,1.3184e+10,1.3845e+10,1.4507e+10,1.5169e+10,1.5836e+10,1.6511e+10,1.7179e+10,1.7846e+10,1.8518e+10,1.9187e+10,1.9847e+10,2.0505e+10
6.2439e+10,6.0776e+10,5.9094e+10,5.7407e+10,5.571e+10,5.401e+10,5.231e+10,5.0609e+10,4.8917e+10,4.7227e+10,1.7595e+09,1.417e+09,1.1172e+09,8.5373e+08,6.223e+08,4.351e+08,2.7673e+08,1.5435e+08,7.2532e+07,1.6997e+07,0,1.6997e+07,6.0537e+07,1.4331e+08,2.5366e+08,3.9134e+08,5.6692e+08,7.658e+08,9.9172e+08,1.2533e+09,1.535e+09,1.8426e+09,2.1833e+09,2.5417e+09,8.5096e+09,9.1134e+09,9.734e+09,1.037e+10,1.101e+10,1.1662e+10,1.2329e+10,1.2998e+10,1.3672e+10,1.4359e+10,1.505e+10,1.574e+10,1.6435e+10,1.7139e+10,1.7837e+10,1.8534e+10,1.9237e+10,1.9937e+10,2.063e+10,2.132e+10
4.1425e+10,4.066e+10,3.9847e+10,3.9003e+10,3.812e+10,3.7212e+10,3.6274e+10,3.5314e+10,3.4336e+10,3.3338e+10,1.3933e+09,1.1236e+09,8.8593e+08,6.7996e+08,4.9571e+08,3.4771e+08,2.2268e+08,1.2382e+08,6.0069e+07,1.5303e+07,0,1.5303e+07,4.8825e+07,1.1379e+08,2.0336e+08,3.1189e+08,4.5205e+08,6.1197e+08,7.9116e+08,1.0008e+09,1.2269e+09,1.4716e+09,1.745e+09,2.0324e+09,6.7962e+09,7.275e+09,7.7658e+09,8.2715e+09,8.7774e+09,9.2899e+09,9.8162e+09,1.0343e+10,1.087e+10,1.1406e+10,1.1948e+10,1.2484e+10,1.3022e+10,1.3567e+10,1.4105e+10,1.4639e+10,1.5175e+10,1.571e+10,1.6233e+10,1.6751e+10
4.4851e+10,4.3947e+10,4.3001e+10,4.2026e+10,4.1016e+10,3.9986e+10,3.8927e+10,3.7853e+10,3.6761e+10,3.5655e+10,1.4599e+09,1.178e+09,9.2734e+08,7.1232e+08,5.1944e+08,3.6309e+08,2.3357e+08,1.2962e+08,6.2704e+07,1.6924e+07,0,1.6924e+07,5.2833e+07,1.1958e+08,2.1517e+08,3.2941e+08,4.7522e+08,6.4462e+08,8.3277e+08,1.0518e+09,1.2906e+09,1.5474e+09,1.8335e+09,2.1367e+09,7.1496e+09,7.6554e+09,8.1726e+09,8.7065e+09,9.2421e+09,9.7837e+09,1.034e+10,1.0899e+10,1.1458e+10,1.2025e+10,1.2601e+10,1.3171e+10,1.3743e+10,1.4323e+10,1.4898e+10,1.5469e+10,1.604e+10,1.6614e+10,1.7176e+10,1.7733e+10
4.8183e+10,4.7143e+10,4.6067e+10,4.4966e+10,4.3832e+10,4.2682e+10,4.1507e+10,4.0321e+10,3.9117e+10,3.7907e+10,1.5232e+09,1.2297e+09,9.6691e+08,7.4276e+08,5.4183e+08,3.7705e+08,2.435e+08,1.3493e+08,6.462e+07,1.8181e+07,0,1.8181e+07,5.6721e+07,1.255e+08,2.2662e+08,3.4671e+08,4.9782e+08,6.7661e+08,8.7376e+08,1.1016e+09,1.3529e+09,1.6218e+09,1.92e+09,2.2388e+09,7.4943e+09,8.0264e+09,8.5695e+09,9.1305e+09,9.695e+09,1.0265e+10,1.0849e+10,1.144e+10,1.203e+10,1.2628e+10,1.3237e+10,1.384e+10,1.4446e+10,1.5059e+10,1.567e+10,1.6276e+10,1.6883e+10,1.7493e+10,1.8093e+10,1.8688e+10
5.2048e+10,5.0816e+10,4.9559e+10,4.8276e+10,4.6979e+10,4.5659e+10,4.4333e+10,4.2992e+10,4.1649e+10,4.0297e+10,1.5625e+09,1.2578e+09,9.9425e+08,7.5559e+08,5.5241e+08,3.8466e+08,2.4168e+08,1.375e+08,6.0494e+07,1.1153e+07,0,1.1153e+07,5.1955e+07,1.279e+08,2.2371e+08,3.4996e+08,5.0737e+08,6.8329e+08,8.8933e+08,1.1227e+09,1.3733e+09,1.6528e+09,1.9566e+09,2.2759e+09,7.613e+09,8.1512e+09,8.708e+09,9.2705e+09,9.8383e+09,1.042e+10,1.1011e+10,1.1601e+10,1.2199e+10,1.2808e+10,1.3415e+10,1.4022e+10,1.4637e+10,1.5253e+10,1.5863e+10,1.6474e+10,1.709e+10,1.7697e+10,1.8297e+10,1.8898e+10
5.5181e+10,5.3824e+10,5.2444e+10,5.1043e+10,4.963e+10,4.8198e+10,4.6763e+10,4.5315e+10,4.387e+10,4.2418e+10,1.6272e+09,1.3098e+09,1.0352e+09,7.8773e+08,5.7511e+08,4.0138e+08,2.5283e+08,1.4301e+08,6.4155e+07,1.2393e+07,0,1.2393e+07,5.3855e+07,1.326e+08,2.3267e+08,3.6259e+08,5.2649e+08,7.096e+08,9.2228e+08,1.1655e+09,1.4262e+09,1.7152e+09,2.0318e+09,2.364e+09,7.9196e+09,8.4808e+09,9.0607e+09,9.649e+09,1.0242e+10,1.0849e+10,1.1467e+10,1.2085e+10,1.2711e+10,1.3348e+10,1.3985e+10,1.4622e+10,1.5266e+10,1.5914e+10,1.6556e+10,1.7199e+10,1.7847e+10,1.8488e+10,1.9122e+10,1.9756e+10
5.8229e+10,5.6751e+10,5.525e+10,5.3734e+10,5.2207e+10,5.0667e+10,4.9125e+10,4.7574e+10,4.6029e+10,4.4479e+10,1.6894e+09,1.36e+09,1.0743e+09,8.1862e+08,5.9715e+08,4.1731e+08,2.6365e+08,1.4813e+08,6.7706e+07,1.3883e+07,0,1.3883e+07,5.6263e+07,1.3746e+08,2.4192e+08,3.7568e+08,5.4561e+08,7.3597e+08,9.5533e+08,1.2078e+09,1.4785e+09,1.777e+09,2.1058e+09,2.4508e+09,8.2192e+09,8.8028e+09,9.405e+09,1.0018e+10,1.0637e+10,1.1267e+10,1.1912e+10,1.2558e+10,1.3209e+10,1.3875e+10,1.454e+10,1.5206e+10,1.588e+10,1.6558e+10,1.7232e+10,1.7905e+10,1.8584e+10,1.9258e+10,1.9925e+10,2.0591e+10
6.1195e+10,5.9597e+10,5.7979e+10,5.6351e+10,5.4713e+10,5.3067e+10,5.1421e+10,4.977e+10,4.8127e+10,4.6483e+10,1.7492e+09,1.4085e+09,1.1117e+09,8.4833e+08,6.1854e+08,4.3248e+08,2.7415e+08,1.5332e+08,7.1152e+07,1.5607e+07,0,1.5607e+07,5.9147e+07,1.4244e+08,2.5145e+08,3.8919e+08,5.6472e+08,7.6237e+08,9.8847e+08,1.2497e+09,1.5304e+09,1.8383e+09,2.1787e+09,2.5362e+09,8.5119e+09,9.1174e+09,9.7411e+09,1.0379e+10,1.1021e+10,1.1676e+10,1.2346e+10,1.3018e+10,1.3696e+10,1.4388e+10,1.5082e+10,1.5776e+10,1.6477e+10,1.7186e+10,1.7889e+10,1.8592e+10,1.9302e+10,2.0008e+10,2.0707e+10,2.1405e+10
4.2748e+10,4.1913e+10,4.1034e+10,4.0126e+10,3.9181e+10,3.8214e+10,3.7219e+10,3.6207e+10,3.5176e+10,3.4131e+10,1.4025e+09,1.1314e+09,8.9075e+08,6.8424e+08,4.9882e+08,3.4892e+08,2.2437e+08,1.2448e+08,6.0427e+07,1.6238e+07,0,1.6238e+07,5.0374e+07,1.1444e+08,2.0585e+08,3.1497e+08,4.5472e+08,6.1656e+08,7.9626e+08,1.0058e+09,1.2337e+09,1.4788e+09,1.7522e+09,2.0412e+09,6.8026e+09,7.2805e+09,7.769e+09,8.2731e+09,8.7776e+09,9.2875e+09,9.8106e+09,1.0336e+10,1.086e+10,1.1392e+10,1.193e+10,1.2462e+10,1.2996e+10,1.3536e+10,1.407e+10,1.4599e+10,1.5128e+10,1.5657e+10,1.6175e+10,1.6686e+10
